date,year,month,period,indicator,value,unit
2012-02-01,2012,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",11343.7,386 миллиард рублей
2012-03-01,2012,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",11537.7,386 миллиард рублей
2012-04-01,2012,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",11766.6,386 миллиард рублей
2012-05-01,2012,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",11821.2,386 миллиард рублей
2012-06-01,2012,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",11894.0,386 миллиард рублей
2012-07-01,2012,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",11924.5,386 миллиард рублей
2012-08-01,2012,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",12108.5,386 миллиард рублей
2012-09-01,2012,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",12106.2,386 миллиард рублей
2012-10-01,2012,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",12266.5,386 миллиард рублей
2012-11-01,2012,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",12439.4,386 миллиард рублей
2012-12-01,2012,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",13470.6,386 миллиард рублей
2013-01-01,2013,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",13241.2,386 миллиард рублей
2013-02-01,2013,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",13578.2,386 миллиард рублей
2013-03-01,2013,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",13805.2,386 миллиард рублей
2013-04-01,2013,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14103.7,386 миллиард рублей
2013-05-01,2013,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14209.6,386 миллиард рублей
2013-06-01,2013,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14228.6,386 миллиард рублей
2013-07-01,2013,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14441.3,386 миллиард рублей
2013-08-01,2013,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14656.2,386 миллиард рублей
2013-09-01,2013,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14511.3,386 миллиард рублей
2013-10-01,2013,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14597.5,386 миллиард рублей
2013-11-01,2013,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14803.2,386 миллиард рублей
2013-12-01,2013,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15643.7,386 миллиард рублей
2014-01-01,2014,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15166.2,386 миллиард рублей
2014-02-01,2014,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15197.5,386 миллиард рублей
2014-03-01,2014,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",14776.3,386 миллиард рублей
2014-04-01,2014,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15102.6,386 миллиард рублей
2014-05-01,2014,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15190.6,386 миллиард рублей
2014-06-01,2014,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15132.3,386 миллиард рублей
2014-07-01,2014,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15387.0,386 миллиард рублей
2014-08-01,2014,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15554.4,386 миллиард рублей
2014-09-01,2014,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15550.6,386 миллиард рублей
2014-10-01,2014,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15571.1,386 миллиард рублей
2014-11-01,2014,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",15420.9,386 миллиард рублей
2014-12-01,2014,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",16274.3,386 миллиард рублей
2015-01-01,2015,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",16078.5,386 миллиард рублей
2015-02-01,2015,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",16303.9,386 миллиард рублей
2015-03-01,2015,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",16279.0,386 миллиард рублей
2015-04-01,2015,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",16943.2,386 миллиард рублей
2015-05-01,2015,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",16997.3,386 миллиард рублей
2015-06-01,2015,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",16912.0,386 миллиард рублей
2015-07-01,2015,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",17108.9,386 миллиард рублей
2015-08-01,2015,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",17182.5,386 миллиард рублей
2015-09-01,2015,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",17071.3,386 миллиард рублей
2015-10-01,2015,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",17372.5,386 миллиард рублей
2015-11-01,2015,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",17495.4,386 миллиард рублей
2015-12-01,2015,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",18664.1,386 миллиард рублей
2016-01-01,2016,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",18059.2,386 миллиард рублей
2016-02-01,2016,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",18216.1,386 миллиард рублей
2016-03-01,2016,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",18287.4,386 миллиард рублей
2016-04-01,2016,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",18795.0,386 миллиард рублей
2016-05-01,2016,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",18906.8,386 миллиард рублей
2016-06-01,2016,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",19006.7,386 миллиард рублей
2016-07-01,2016,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",19384.5,386 миллиард рублей
2016-08-01,2016,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",19487.1,386 миллиард рублей
2016-09-01,2016,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",19625.0,386 миллиард рублей
2016-10-01,2016,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",19556.7,386 миллиард рублей
2016-11-01,2016,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",19849.0,386 миллиард рублей
2016-12-01,2016,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",20775.6,386 миллиард рублей
2017-01-01,2017,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",20691.3,386 миллиард рублей
2017-02-01,2017,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",20965.6,386 миллиард рублей
2017-03-01,2017,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21249.3,386 миллиард рублей
2017-04-01,2017,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21376.3,386 миллиард рублей
2017-05-01,2017,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21537.2,386 миллиард рублей
2017-06-01,2017,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21582.6,386 миллиард рублей
2017-07-01,2017,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21217.8,386 миллиард рублей
2017-08-01,2017,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21342.8,386 миллиард рублей
2017-09-01,2017,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21561.7,386 миллиард рублей
2017-10-01,2017,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21529.5,386 миллиард рублей
2017-11-01,2017,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",21746.3,386 миллиард рублей
2017-12-01,2017,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",22933.3,386 миллиард рублей
2018-01-01,2018,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",22734.0,386 миллиард рублей
2018-02-01,2018,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",22796.7,386 миллиард рублей
2018-03-01,2018,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",23027.8,386 миллиард рублей
2018-04-01,2018,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",23362.8,386 миллиард рублей
2018-05-01,2018,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",23179.7,386 миллиард рублей
2018-06-01,2018,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",23520.9,386 миллиард рублей
2018-07-01,2018,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",23241.3,386 миллиард рублей
2018-08-01,2018,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",23772.8,386 миллиард рублей
2018-12-01,2018,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25485.2,386 миллиард рублей
2019-01-01,2019,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",24972.9,386 миллиард рублей
2019-02-01,2019,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25268.5,386 миллиард рублей
2019-03-01,2019,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25330.6,386 миллиард рублей
2019-04-01,2019,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25262.1,386 миллиард рублей
2019-05-01,2019,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25646.9,386 миллиард рублей
2019-06-01,2019,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25631.7,386 миллиард рублей
2019-07-01,2019,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25607.2,386 миллиард рублей
2019-08-01,2019,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25630.7,386 миллиард рублей
2019-09-01,2019,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25836.8,386 миллиард рублей
2019-10-01,2019,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25947.1,386 миллиард рублей
2019-11-01,2019,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26667.5,386 миллиард рублей
2019-12-01,2019,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",27798.6,386 миллиард рублей
2020-01-01,2020,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",27265.5,386 миллиард рублей
2020-02-01,2020,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",27290.2,386 миллиард рублей
2020-03-01,2020,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",27190.6,386 миллиард рублей
2020-04-01,2020,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26960.4,386 миллиард рублей
2020-05-01,2020,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26596.6,386 миллиард рублей
2020-06-01,2020,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26575.3,386 миллиард рублей
2020-07-01,2020,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26599.2,386 миллиард рублей
2020-08-01,2020,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26266.8,386 миллиард рублей
2020-09-01,2020,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26510.4,386 миллиард рублей
2020-10-01,2020,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26249.3,386 миллиард рублей
2020-11-01,2020,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25727.8,386 миллиард рублей
2020-12-01,2020,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26866.5,386 миллиард рублей
2021-01-01,2021,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26078.1,386 миллиард рублей
2021-02-01,2021,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26020.4,386 миллиард рублей
2021-03-01,2021,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26063.4,386 миллиард рублей
2021-04-01,2021,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26176.0,386 миллиард рублей
2021-05-01,2021,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25917.4,386 миллиард рублей
2021-06-01,2021,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25830.2,386 миллиард рублей
2021-07-01,2021,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",25860.6,386 миллиард рублей
2021-08-01,2021,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26056.7,386 миллиард рублей
2021-09-01,2021,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",26667.8,386 миллиард рублей
2021-10-01,2021,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",27012.1,386 миллиард рублей
2021-11-01,2021,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",27768.0,386 миллиард рублей
2021-12-01,2021,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",30244.2,386 миллиард рублей
2022-01-01,2022,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",29413.3,386 миллиард рублей
2022-02-01,2022,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",29411.4,386 миллиард рублей
2022-03-01,2022,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",33330.8,386 миллиард рублей
2022-04-01,2022,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",34205.9,386 миллиард рублей
2022-05-01,2022,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",34273.0,386 миллиард рублей
2022-06-01,2022,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",33165.4,386 миллиард рублей
2022-07-01,2022,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",33179.6,386 миллиард рублей
2022-08-01,2022,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",34317.7,386 миллиард рублей
2022-09-01,2022,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",34495.2,386 миллиард рублей
2022-12-01,2022,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",38369.5,386 миллиард рублей
2023-01-01,2023,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",37257.1,386 миллиард рублей
2023-02-01,2023,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",38334.9,386 миллиард рублей
2023-03-01,2023,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",39462.8,386 миллиард рублей
2023-04-01,2023,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",38877.2,386 миллиард рублей
2023-05-01,2023,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",38678.0,386 миллиард рублей
2023-06-01,2023,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",38829.2,386 миллиард рублей
2023-07-01,2023,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",38776.9,386 миллиард рублей
2023-08-01,2023,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",40400.1,386 миллиард рублей
2023-09-01,2023,9,108 сентябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",41612.7,386 миллиард рублей
2023-10-01,2023,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",42504.7,386 миллиард рублей
2023-11-01,2023,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",44663.5,386 миллиард рублей
2023-12-01,2023,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",48699.6,386 миллиард рублей
2024-01-01,2024,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",49221.5,386 миллиард рублей
2024-02-01,2024,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",50053.3,386 миллиард рублей
2024-03-01,2024,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",50257.8,386 миллиард рублей
2024-04-01,2024,4,61 апрель,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",52988.0,386 миллиард рублей
2024-05-01,2024,5,67 май,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",52531.9,386 миллиард рублей
2024-06-01,2024,6,66 июнь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",53280.7,386 миллиард рублей
2024-07-01,2024,7,65 июль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",53253.0,386 миллиард рублей
2024-08-01,2024,8,60 август,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",55646.3,386 миллиард рублей
2024-10-01,2024,10,105 октябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",59355.9,386 миллиард рублей
2024-11-01,2024,11,104 ноябрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",62495.4,386 миллиард рублей
2024-12-01,2024,12,62 декабрь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",65540.5,386 миллиард рублей
2025-01-01,2025,1,115 январь,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",65522.7,386 миллиард рублей
2025-02-01,2025,2,114 февраль,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",66110.9,386 миллиард рублей
2025-03-01,2025,3,68 март,"Другие депозиты, входящие в состав денежного агрегата М2 , всего",65370.7,386 миллиард рублей
1994-09-01,1994,9,108 сентябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),16797.4,386 миллиард рублей
1997-01-01,1997,1,115 январь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),103.8,386 миллиард рублей
1997-02-01,1997,2,114 февраль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),96.4,386 миллиард рублей
1997-03-01,1997,3,68 март,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),102.1,386 миллиард рублей
1997-04-01,1997,4,61 апрель,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),105.2,386 миллиард рублей
1997-05-01,1997,5,67 май,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),115.2,386 миллиард рублей
1997-06-01,1997,6,66 июнь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),120.4,386 миллиард рублей
1997-07-01,1997,7,65 июль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),136.9,386 миллиард рублей
1997-08-01,1997,8,60 август,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),140.4,386 миллиард рублей
1997-09-01,1997,9,108 сентябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),141.6,386 миллиард рублей
1997-10-01,1997,10,105 октябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),134.9,386 миллиард рублей
1997-11-01,1997,11,104 ноябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),135.8,386 миллиард рублей
1997-12-01,1997,12,62 декабрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),128.8,386 миллиард рублей
1998-01-01,1998,1,115 январь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),116.6,386 миллиард рублей
1998-02-01,1998,2,114 февраль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),120.3,386 миллиард рублей
1998-03-01,1998,3,68 март,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),119.0,386 миллиард рублей
1998-04-01,1998,4,61 апрель,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),128.5,386 миллиард рублей
1998-05-01,1998,5,67 май,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),129.7,386 миллиард рублей
1998-06-01,1998,6,66 июнь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),129.7,386 миллиард рублей
1998-07-01,1998,7,65 июль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),129.2,386 миллиард рублей
1998-08-01,1998,8,60 август,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),133.2,386 миллиард рублей
1998-09-01,1998,9,108 сентябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),154.0,386 миллиард рублей
1998-10-01,1998,10,105 октябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),166.3,386 миллиард рублей
1998-11-01,1998,11,104 ноябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),167.1,386 миллиард рублей
1998-12-01,1998,12,62 декабрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),187.7,386 миллиард рублей
1999-01-01,1999,1,115 январь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),177.9,386 миллиард рублей
1999-02-01,1999,2,114 февраль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),180.6,386 миллиард рублей
1999-03-01,1999,3,68 март,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),174.0,386 миллиард рублей
1999-04-01,1999,4,61 апрель,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),195.1,386 миллиард рублей
1999-05-01,1999,5,67 май,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),205.1,386 миллиард рублей
1999-06-01,1999,6,66 июнь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),216.2,386 миллиард рублей
1999-07-01,1999,7,65 июль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),218.0,386 миллиард рублей
1999-08-01,1999,8,60 август,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),216.0,386 миллиард рублей
1999-09-01,1999,9,108 сентябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),212.6,386 миллиард рублей
1999-10-01,1999,10,105 октябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),221.8,386 миллиард рублей
1999-11-01,1999,11,104 ноябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),218.9,386 миллиард рублей
1999-12-01,1999,12,62 декабрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),266.1,386 миллиард рублей
2000-01-01,2000,1,115 январь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),232.5,386 миллиард рублей
2000-02-01,2000,2,114 февраль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),241.6,386 миллиард рублей
2000-03-01,2000,3,68 март,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),251.1,386 миллиард рублей
2000-04-01,2000,4,61 апрель,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),278.7,386 миллиард рублей
2000-05-01,2000,5,67 май,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),288.9,386 миллиард рублей
2000-06-01,2000,6,66 июнь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),321.4,386 миллиард рублей
2000-07-01,2000,7,65 июль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),333.7,386 миллиард рублей
2000-08-01,2000,8,60 август,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),341.2,386 миллиард рублей
2000-09-01,2000,9,108 сентябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),350.5,386 миллиард рублей
2000-10-01,2000,10,105 октябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),349.3,386 миллиард рублей
2000-11-01,2000,11,104 ноябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),357.9,386 миллиард рублей
2000-12-01,2000,12,62 декабрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),418.9,386 миллиард рублей
2001-01-01,2001,1,115 январь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),379.7,386 миллиард рублей
2001-02-01,2001,2,114 февраль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),387.6,386 миллиард рублей
2001-03-01,2001,3,68 март,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),399.0,386 миллиард рублей
2001-04-01,2001,4,61 апрель,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),435.0,386 миллиард рублей
2001-05-01,2001,5,67 май,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),438.0,386 миллиард рублей
2001-06-01,2001,6,66 июнь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),474.3,386 миллиард рублей
2001-07-01,2001,7,65 июль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),490.3,386 миллиард рублей
2001-08-01,2001,8,60 август,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),506.8,386 миллиард рублей
2001-09-01,2001,9,108 сентябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),530.6,386 миллиард рублей
2001-10-01,2001,10,105 октябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),531.0,386 миллиард рублей
2001-11-01,2001,11,104 ноябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),526.8,386 миллиард рублей
2001-12-01,2001,12,62 декабрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),418.9,386 миллиард рублей
2002-01-01,2002,1,115 январь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),379.7,386 миллиард рублей
2002-02-01,2002,2,114 февраль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),387.6,386 миллиард рублей
2002-03-01,2002,3,68 март,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),399.0,386 миллиард рублей
2002-04-01,2002,4,61 апрель,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),435.0,386 миллиард рублей
2002-05-01,2002,5,67 май,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),438.0,386 миллиард рублей
2002-06-01,2002,6,66 июнь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),474.3,386 миллиард рублей
2002-07-01,2002,7,65 июль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),490.3,386 миллиард рублей
2002-08-01,2002,8,60 август,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),506.8,386 миллиард рублей
2002-09-01,2002,9,108 сентябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),530.6,386 миллиард рублей
2002-10-01,2002,10,105 октябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),531.0,386 миллиард рублей
2002-11-01,2002,11,104 ноябрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),526.8,386 миллиард рублей
2002-12-01,2002,12,62 декабрь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),418.9,386 миллиард рублей
2003-01-01,2003,1,115 январь,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),379.7,386 миллиард рублей
2003-02-01,2003,2,114 февраль,Наличные деньги в обращении вне банковской системы (денежный агрегат M0),387.6,386 миллиард рублей
